Table_Title,Page,ARV_Drug,Other_Drug,Interaction_Effect,Recommendations,Additional_Details
"Table 43: Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",90,"Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",,,,"None: • BUP, BUP/NLX: Combination has no effect on BUP/NLX
concentrations.
• Methadone: RTV-boosted DRV taken twice per day may
reduce methadone concentrations. | None_1: Methadone: Monitor for signs of opiate withdrawal and increase
methadone dose if necessary."
"Table 43: Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",90,"Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",,,,"None: • BUP: No significant interactions are expected.
• Methadone: RPV mildly reduces methadone concentrations. | None_1: • Methadone: Monitor for signs of methadone withdrawal;
increase dose as necessary.
• Methadone, BUP: Use cautiously with RPV; supratherapeutic
doses of RPV have been known to cause increase in QT
prolongation."
"Table 43: Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",90,"Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",,,,"None: • BUP: When given with BUP (monotherapy), EFV significantly
reduces BUP concentrations, but no patients developed opioid
withdrawal.
• Methadone: EFV induces methadone metabolism via CYP3A4
and reduces methadone concentrations. | None_1: • BUP: When given with BUP, dose adjustments are unlikely to
be required, but monitor for withdrawal symptoms. If
withdrawal symptoms occur, increase BUP dose accordingly.
• Methadone: Titrate to achieve clinical effect; monitor for signs
and symptoms of opioid withdrawal."
"Table 43: Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",90,"Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",,,,"None: • BUP: No significant interactions are expected.
• Methadone: ETR may slightly increase methadone
concentrations. | None_1: • BUP, methadone: Titrate opioid or antagonist as required to
achieve clinical effect; monitor for signs of withdrawal or
opioid toxicity.
• Methadone: Monitor for signs of methadone toxicity and
reduce dose if necessary."
"Table 43: Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",91,"Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",,,,None: Mechanism of Action | None_1: Clinical Comments
"Table 43: Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",91,"Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",,,,"None: Methadone, BUP: Moderate inhibition of CYP3A4 and P-gP
potentially increases methadone or BUP levels. | None_1: • Patients initiating MAT while already on LEN: Initiate MAT at
lowest initial or maintenance dose.
• Patients initiating LEN while already on MAT: MAT dose
adjustments may be needed.
• Monitor for excess sedation and/or respiratory depression."
"Table 43: Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",91,"Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",,,,"None: Methadone, BUP: Moderate inhibition of CYP3A4 and P-gP
potentially increases methadone or BUP levels. | None_1: • Patients initiating MAT while already on LEN: Initiate MAT at
lowest initial or maintenance dose.
• Patients initiating LEN while already on MAT: MAT dose
adjustments may be needed.
• Monitor for excess sedation and/or respiratory depression."
"Table 43: Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",91,"Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",,,,None: Mechanism of Action | None_1: Clinical Comments
"Table 43: Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",91,"Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",,,,None: No significant interactions reported. | None_1: No dose adjustments are necessary.
"Table 43: Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",91,"Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",,,,"None: Cyclosporine may increase BIC concentrations to modest degree
via P-gP inhibition. | None_1: Cyclosporine: Monitor for BIC-related adverse effects."
"Table 43: Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",91,"Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",,,,"None: Everolimus, sirolimus, cyclosporine, tacrolimus: Metabolism
decreased by boosted EVG. | None_1: • Everolimus, sirolimus: Do not use with boosted EVG.
• Cyclosporine, tacrolimus: Dose based on TDM; monitor closely
for adverse effects."
"Table 43: Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",91,"Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",,,,"None: Everolimus, sirolimus, cyclosporine, tacrolimus: Metabolism
decreased by boosted PIs. | None_1: • Everolimus, sirolimus: Do not use with boosted PIs.
• Cyclosporine, tacrolimus: Dose based on TDM; monitor closely
for adverse effects."
"Table 43: Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",91,"Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",,,,"None: Cyclosporine, tacrolimus: EFV or ETR may lower concentrations. | None_1: Cyclosporine, tacrolimus:
• Adjust dose of cyclosporine and tacrolimus based on efficacy
and TDM.
• Conduct TDM more frequently for 2 weeks when starting or
stopping NNRTI therapy."
"Table 43: Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",91,"Methadone, Buprenorphine (BUP), Naloxone (NLX), and Naltrexone [a] (also see prescribing information)",,,,"None: Cyclosporine, tacrolimus: EFV or ETR may lower concentrations. | None_1: Cyclosporine, tacrolimus:
• Adjust dose of cyclosporine and tacrolimus based on efficacy
and TDM.
• Conduct TDM more frequently for 2 weeks when starting or
stopping NNRTI therapy."
Table 45: Rifamycins and Other Antituberculosis Medications (also see prescribing information),92,Rifamycins and Other Antituberculosis Medications (also see prescribing information),,,,"Table 45: Rifamycins and Other Antituberculosis Medications (also see prescribing information): → Rifampin, rifabutin, rifapentine [a]; isoniazid [b], pyrazinamide [b], ethambutol [b], rifaximin [b]"
Table 45: Rifamycins and Other Antituberculosis Medications (also see prescribing information),92,Rifamycins and Other Antituberculosis Medications (also see prescribing information),,,,"Table 45: Rifamycins and Other Antituberculosis Medications (also see prescribing information): → Rifampin, rifabutin, rifapentine [a]; isoniazid [b], pyrazinamide [b], ethambutol [b], rifaximin [b] | None: Mechanism of Action | None_1: Clinical Comments"
Table 45: Rifamycins and Other Antituberculosis Medications (also see prescribing information),92,Rifamycins and Other Antituberculosis Medications (also see prescribing information),,,,"Table 45: Rifamycins and Other Antituberculosis Medications (also see prescribing information): → Rifampin, rifabutin, rifapentine [a]; isoniazid [b], pyrazinamide [b], ethambutol [b], rifaximin [b] | None: No clinically significant interactions are expected. | None_1: No dose adjustments are necessary."
